"Source","Target","weight"
"University of Guelph","Canadian Council of Professional Fish Harvesters",15
"University of Guelph","Presteve Foods Limited",15
"University of Guelph","Nuu-Chah-Nulth Tribal Council",15
"University of Guelph","United Fishermen and Allied Workers' Union - CAW",15
"University of Guelph","Skeena Fisheries Commission",15
"University of Guelph","Pacific Salmon Foundation",15
"University of Guelph","Maritime Fisherman's Union",15
"University of Guelph","Pestalto Env. Health Services Inc.",2
"University of Guelph","TRIUMF",21
"University of Guelph","National Research Council of Canada",49
"University of Guelph","UniversitÃ de Sherbrooke",295
"University of Guelph","Microbix Biosystems inc.",3
"University of Guelph","Cangene Corporation",3
"University of Guelph","Sanofi Pasteur Limited",3
"University of Guelph","Public Health Agency of Canada",8
"University of Guelph","QSV Biologics Ltd.",3
"University of Guelph","Transition Technologies",3
"University of Guelph","GE Healthcare Bio-Sciences Inc.",3
"University of Guelph","Applikon Biotechnology Inc",3
"University of Guelph","Nysa Membrane Technologies Inc.",3
"University of Guelph","Biogro Technologies Inc.",3
"University of Guelph","International Consortium on Anti-Virals",3
"University of Guelph","CHENOMX Inc.",3
"University of Guelph","Viventia Biotech Inc.",3
"University of Guelph","Arshon Silicon Technology Incorporated",1
"University of Guelph","Canadian Centre for Swine Improvement Inc.",7
"University of Guelph","Ontario Pork Producers' Marketing Board",17
"University of Guelph","Hydrite Chemical Co.",3
"University of Guelph","Golder Associates Ltd (CAN)",3
"University of Guelph","Schlumberger Canada Limited",4
"University of Guelph","Syngenta Crop Protection (Canada) Inc.",12
"University of Guelph","Regional Municipality of Waterloo",3
"University of Guelph","Gerrits Drilling & Engineering Ltd.",1
"University of Guelph","The Boeing Company",3
"University of Guelph","INTERA Engineering Ltd",1
"University of Guelph","Geosyntec Consultants International Inc.",3
"University of Guelph","AquaResource Inc.",3
"University of Guelph","City of Guelph",10
"University of Guelph","Chevron Energy Technology Company",1
"University of Guelph","Dairy Farmers of Canada",15
"University of Guelph","Ocean Nutrition Canada Ltd",1
"University of Guelph","InnoHealth",2
"University of Guelph","NOVA Chemicals Corporation",3
"University of Guelph","5D Composite",3
"University of Guelph","Total Plastic Solutions Inc.",3
"University of Guelph","Jyco Sealing Technologies",3
"University of Guelph","Micromolding Solutions Inc.",3
"University of Guelph","Ingenia Polymers Corporation",3
"University of Guelph","MAHLE Filter Systems Canada",3
"University of Guelph","Gracious Living Innovations Inc.",3
"University of Guelph","ABC Group Inc.",3
"University of Guelph","Industrial Thermo Polymers Ltd",3
"University of Guelph","Lavergne Group",3
"University of Guelph","Horizon Plastics International Inc.",3
"University of Guelph","Canadian General Tower Ltd",3
"University of Guelph","Mastercore System Ltd",3
"University of Guelph","FPInnovations",31
"University of Guelph","Ensyn Technologies Inc.",3
"University of Guelph","Sealed Air Corporation",3
"University of Guelph","Camoplast Inc.",3
"University of Guelph","Cascades Canada Inc.",7
"University of Guelph","IPL Inc.",3
"University of Guelph","Trent University",34
"University of Guelph","UniversitÃ du QuÃbec â¡ MontrÃal",36
"University of Guelph","Nipissing University",10
"University of Guelph","Laurentian University of Sudbury",15
"University of Guelph","Canadian Forest Service",8
"University of Guelph","Ontario Ministry of the Environment",8
"University of Guelph","Parks Canada Agency",10
"University of Guelph","Kongsberg Maritime Ltd",2
"University of Guelph","MinistÃre des Ressources naturelles et Faune",2
"University of Guelph","Alberta Innovates - Technology Futures",7
"University of Guelph","De Beers Canada Mining Inc.",1
"University of Guelph","Alberta Beef Producers",4
"University of Guelph","Gallant Custom Laboratories Inc.",1
"University of Guelph","University of Northern British Columbia",20
"University of Guelph","Ontario Goat Breeders Association",1
"University of Guelph","Biofume Technologies Inc.",1
"University of Guelph","Canadian Space Agency",4
"University of Guelph","COM DEV Canada",4
"University of Guelph","Rohm & Hass Canada Inc.",6
"University of Guelph","The Shipping Federation of Canada",3
"University of Guelph","Transport Canada",3
"University of Guelph","BC Ministry of Environment",3
"University of Guelph","Ontario Federation of Anglers and Hunters",3
"University of Guelph","York University",162
"University of Guelph","Alltech Inc.",12
"University of Guelph","Vale Inco",4
"University of Guelph","BioTransform Research Laboratories Inc.",1
"University of Guelph","ENPAR Technologies Inc.",2
"University of Guelph","Alberta Crop Industry Dev. Fund Ltd",1
"University of Guelph","Weyerhaeuser Company",8
"University of Guelph","Lignol Innovations Corp.",4
"University of Guelph","Lakehead University",56
"University of Guelph","FUJIFILM Dimatix, Inc.",4
"University of Guelph","Pulp and Paper Research Institute of Canada",4
"University of Guelph","Toxin Alert Inc.",4
"University of Guelph","Ahlstrom Corporation",4
"University of Guelph","Warnex Inc.",4
"University of Guelph","Buckman Laboratories International Inc.",4
"University of Guelph","Phoenix Bio-Tech Corp.",4
"University of Guelph","Sun Chemical Corporation",16
"University of Guelph","Centre for Materials and Manufacturing",4
"University of Guelph","Stora Enso North America",4
"University of Guelph","UniversitÃ du QuÃbec â¡ Trois-RiviÃres",86
"University of Guelph","Ontario Soybean Growers",7
"University of Guelph","Barrick Gold Corporation",3
"University of Guelph","UniversitÃ© du QuÃ©bec Ã  MontrÃ©al",1
"University of Guelph","Philom Bios Inc.",5
"University of Guelph","Syngenta Biotechnology Inc.",5
"University of Guelph","BIOCAP Canada Foundation",5
"University of Guelph","Environment Canada",41
"University of Guelph","International Rice Research Institute",5
"University of Guelph","Natural Resources Canada",46
"University of Guelph","Agriculture and Agri-Food Canada",62
"University of Guelph","Royal Veterinary and Agricultural University",5
"University of Guelph","Reductase Consortium",5
"University of Guelph","Nova Scotia Agricultural College",32
"University of Guelph","Ottawa Hospital - General Campus",8
"University of Guelph","1826398 Ontario Inc.",1
"University of Guelph","Campbell Soup Co Ltd (CAN)",1
"University of Guelph","Bioniche Life Sciences Inc.",1
"University of Guelph","Pathocept Corporation",1
"University of Guelph","L'Alliance Boviteq (LAB) Inc.",16
"University of Guelph","Bruce Power",2
"University of Guelph","University Network of Excellence in Nuclear Engineering",2
"University of Guelph","Atomic Energy of Canada Ltd",10
"University of Guelph","Ontario Power Generation Inc.",2
"University of Guelph","Cameco Endowment Trust Fund",2
"University of Guelph","COGEMA Resources Inc.",2
"University of Guelph","Origro",1
"University of Guelph","Kinross Gold Corporation",3
"University of Guelph","On Min of Agr & Food & Rural Affairs",6
"University of Guelph","OCE Inc.",15
"University of Guelph","Toyota Motor Manufacturing Canada",3
"University of Guelph","Cdn Water & Wastewater Association",3
"University of Guelph","Canadian Institute of Forestry",2
"University of Guelph","ACROBATic Controls Inc.",1
"University of Guelph","Research in Motion Limited",1
"University of Guelph","UniversitÃ© Laval",5
"University of Guelph","CHUL Research Center",18
"University of Guelph","Government of Nunavut",6
"University of Guelph","Government of Northwest Territories",8
"University of Guelph","Canadian Heritage",6
"University of Guelph","Centre Hospitalier Universitaire de QuÃbec",6
"University of Guelph","Geological Survey of Canada",6
"University of Guelph","Canadian Museum of Nature",9
"University of Guelph","Novelis Inc.",1
"University of Guelph","Solinst Canada Ltd",2
"University of Guelph","R.J. Burnside & Associates Ltd",2
"University of Guelph","Flexible Liner Underground Technologies, Ltd Co.",2
"University of Guelph","Dillon Consulting Ltd",2
"University of Guelph","Guelph Tool Inc.",2
"University of Guelph","Mother Parkers Tea & Coffee Inc.",9
"University of Guelph","Alex Milne Associates Ltd.",1
"University of Guelph","UniversitÃ© de Sherbrooke",2
"University of Guelph","Cardinal Meat Specialists Ltd.",1
"University of Guelph","Concordia University",103
"University of Guelph","University of Winnipeg",27
"University of Guelph","Carleton University",128
"University of Guelph","Seeds of Diversity",27
"University of Guelph","Greenway Blooming Centre",27
"University of Guelph","Royal Botanical Gardens",27
"University of Guelph","David Suzuki Foundation",27
"University of Guelph","Environmental Design Collaborative",27
"University of Guelph","Saskatchewan Alfalfa Seed Producers Association",27
"University of Guelph","GE Zenon ULC",3
"University of Guelph","Bioniche Animal Health Canada Inc.",9
"University of Guelph","Health Canada",14
"University of Guelph","Canadian Food Inspection Agency",13
"University of Guelph","Alberta Pork",9
"University of Guelph","Nutreco Agriculture R&D",9
"University of Guelph","Minitube of America Inc.",9
"University of Guelph","JBS United Inc",9
"University of Guelph","PIC North America",3
"University of Guelph","Hypor Inc.",9
"University of Guelph","Iogen Corporation Ltd",6
"University of Guelph","Compusense Inc.",4
"University of Guelph","Big Dutchman Pig Equipment GmbH",6
"University of Guelph","Wallenstein Feed & Supply Ltd.",6
"University of Guelph","AB Vista Feed Ingredients",7
"University of Guelph","Chr Hansen",6
"University of Guelph","Nutreco Canada Inc.",6
"University of Guelph","Casco Inc.",7
"University of Guelph","Agribrands Purina Canada Inc.",6
"University of Guelph","Rosell Institute Inc.",6
"University of Guelph","NIR Science Corporation",1
"University of Guelph","Alberta Pacific Forest Industries Inc.",3
"University of Guelph","Xstrata Nickel",1
"University of Guelph","Ayrshire Breeder's Association of Canada",2
"University of Guelph","Jersey Canada",2
"University of Guelph","Saskatchewan Poultry Extension Program",3
"University of Guelph","S.C. Johnson & Son, Inc.",12
"University of Guelph","Graphic Controls LLC",12
"University of Guelph","Magna International Inc.",1
"University of Guelph","SiREM",3
"University of Guelph","Dyverga Energy Corporation",1
"University of Guelph","M-I SWACO",1
"University of Guelph","Solutions4CO2 Inc.",1
"University of Guelph","Leonard's Walleye Culture",1
"University of Guelph","Linamar Corporation",1
"University of Guelph","Mount Sinai Hospital",1
"University of Guelph","St. Joseph's Healthcare Hamilton",1
"University of Guelph","Canadian Institutes of Health Research",15
"University of Guelph","Safeguard Biosystems, Inc.",1
"University of Guelph","Kane Biotech Inc.",1
"University of Guelph","Aqua-Cage Fisheries Ltd",7
"University of Guelph","Martin Mills Inc.",4
"University of Guelph","Bluestreak Equipment Inc.",3
"University of Guelph","Indian and Northern Affairs Canada",2
"University of Guelph","Alberta Research Council",9
"University of Guelph","SunOpta Inc.",3
"University of Guelph","GreenField Ethanol",9
"University of Guelph","Kraft Inc.",2
"University of Guelph","Ontario Dairy Council",3
"University of Guelph","Genoma LLC",1
