"Parcel","TaxPayer","Address","City","State","Zip","Zip4","Phone","Email","SitusAddress","YearBuilt","AgentName""AgentContact","AgentAddress","AgentCity","AgentState","AgentZip","AgentZip4","AgentPhone","AgentEmail"
"136082790","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","9740 E 33RD ST (TUC)","1972","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136131130","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3380 S MARCIA PL (TUC)","1984","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136172180","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3475 S MAGDA AV (TUC)","1975","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136175430","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3627 S SANTEE AV (TUC)","1978","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136210420","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7417 E TAMARA DR (TUC)","1970","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136219620","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7537 E KINNISON WASH LP (TUC)","2016","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136253350","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3341 S ELSON AV (TUC)","1970","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136304890","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","8934 E CITRUS TREE DR (TUC)","1995","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136306830","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4553 S FENWICK DR (TUC)","1998","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136350330","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","8449 E 24TH ST (TUC)","1970","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136380770","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4112 S AZALEA ST (TUC)","1972","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136413180","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","10034 E EMILY DR (TUC)","1983","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"136413630","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","10001 E LEILA DR (TUC)","1983","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"137250440","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","2710 W CAPISTRANO RD (PC)","1960","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"137337200","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6250 S SARAH ELIZABETH DR (TUC)","2001","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"137340460","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","1594 W SWISHER PL (TUC)","2001","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"138250550","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","2542 W VEREDA DE LA TIERRA (PC)","1980","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"138274470","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3165 W AVENIDA DESTINO (PC)","1984","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"138295290","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3069 W CAMINO FRESCO (PC)","1987","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140102200","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","2959 E VIA BERLANGA (TUC)","1999","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"138072600","ARVM5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","950 W CALLE MILU (TUC)","1955","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140212970","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","1517 E WEDWICK ST (TUC)","2003","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140263060","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","2304 E CALLE GRAN DESIERTO (TUC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140295740","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3781 E BRIGHT VIEW ST (TUC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140322770","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4247 E WHITE WATER DR (TUC)","2008","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140324600","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4375 E OCOTILLO DESERT TR (TUC)","2003","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140325300","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6244 S HIGH HOPE LN (TUC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140354390","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4181 E MARKET ST (PC)","2003","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140374170","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7035 S GULL LN (TUC)","2003","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140374230","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7083 S GULL LN (TUC)","2004","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140378460","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6773 S PARLIAMENT DR (TUC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140383400","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7226 S MONKS TALE DR (TUC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140413370","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4156 E AGATE KNOLL DR (TUC)","2005","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140562580","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6963 S SWEETBUSH AV (TUC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140563520","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7055 S BRICKELLBUSH LN (TUC)","2007","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140564470","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6936 S BLUEEYES DR (TUC)","2008","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140564950","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6960 S LADYS THUMB LN (TUC)","2007","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"140565280","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1070","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7041 S LADYS THUMB LN (TUC)","2007","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"141093360","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","8032 S TATE LP (TUC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"141111620","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7734 S MEADOW SPRING WY (TUC)","2000","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"141134400","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","9046 E AUTUMN SAGE ST (TUC)","1996","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"141183070","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","8669 S DESERT DOVE DR (TUC)","1998","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"141303130","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6374 S WHEATON DR (TUC)","2003","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"141305330","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","10650 E ROSE HILL ST (TUC)","2002","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"141352410","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","10557 E SINGING CANYON DR (TUC)","2007","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"210150760","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7460 W TENDERFOOT DR (PC)","2005","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"210360500","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6719 S DRIFT BOAT DR (PC)","2015","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"210422500","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6990 W FESTIVAL WY (PC)","2009","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"210543320","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","6715 W QUAILWOOD WY (PC)","2006","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"210553040","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","8304 W RAZORBILL DR (PC)","2007","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"212511740","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4324 S AVENIDA DON ARTURO (PC)","1973","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"217432470","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","12119 W FORMOSA LN (MAR)","2012","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"221121530","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","5124 W CITRINE PL (PC)","1986","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"221161310","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","5140","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4667 W WEATHERVANE ST (PC)","1992","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225053630","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","9041 N SWEET ACACIA PL (PC)","2001","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225301000","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","8424 N TREECE WY (PC)","2003","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225314010","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","8749 N LYRA LN (PC)","1991","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225341590","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4079 W FIRETHORN ST (PC)","1979","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225377790","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","4470 W MEGGAN PL (PC)","1982","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225391530","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3589 W CAPELLA ST (PC)","1995","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225391540","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","3601 W CAPELLA ST (PC)","1995","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"225430810","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","7783 N ALTISSIMO PL (PC)","2001","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"303064400","ARVM 5 LLC","5001 PLAZA ON THE LK STE 200","AUSTIN","TX","78746","1053","5123560931","PROPERTYREGISTRATIONS@MSRENEWAL.COM","15040 S THEODORE ROOSEVELT WY (SAH)","2002","MUNOZ SARAH","55 N ARIZONA AVE STE 201","CHANDLER","AZ","85225","8511","6027723821","PROPERTYREGISTRATIONS@MSRENEWAL.COM"
"126011050","ARCHULETA RICHARD L & LINDA M REVOC TR","5458 HACKNEY LN","RICHMOND","CA","94803","3829","5103677407","RARCHU5900@MSN.COM","944 D DESERT AVE APT B","1965","MYND PROPERTY MANAGEMENT","1955 S VAL VISTA DR STE 126","MESA","AZ","85204","7372","4806543655","OWNER.LICENSES@MYND.CO"
"141192540","ARCHULETA RICHARD L & LINDA M REVOC TR","5458 HACKNEY LN","RICHMOND","CA","94803","3829","5103677407","RARCHU5900@MSN.COM","10060 E PASEO SAN BRUNO (TUC)","1995","MYND PROPERTY MANAGEMENT","1955 S VAL VISTA DR STE 126","MESA","AZ","85204","7372","4806543655","OWNER.LICENSES@MYND.CO"
"305332970","GRACIA-GUNGOR NANCY & GUNGOR TOLGA CP/RS","2625 W CALLE TONALA","TUCSON","AZ","85745","2504","5202404776","RENTALGG1@GMAIL.COM","455 W GRANTHAM ST (PC)","2021","OWNER AGENT","","","  ","     ","    ","          ",""
"109180640","GILBLOM ALEXANDER DAVID","35433 EL DIAMANTE DR","WILDOMAR","CA","92595","7848","7142156345","AGILBLOM@GMAIL.COM","4401 N CAMINO ARCO (PC)","1978","NEW CONCEPT PROPERT MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5208227050","SUSIE@NEWCONCEPTPROPERTIES.COM"
"109211870","MEGAW JENNIFER & DAVID","664 E LOWELL AVE","GILBERT","AZ","85295","5913","5203430708","DAVID.J.MEGAW@GMAIL.COM","4830 N PASEO SONOYTA (PC)","1979","NEW CONCEPT PROPERT MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5208227050","SUSIE@NEWCONCEPTPROPERTIES.COM"
"110040130","CAMPBELL FAMILY LIVING TR","8718 E HEATHERBRAE DR","SCOTTSDALE","AZ","85251","2921","5205551212","","3250 N LITTLE BROOK PL (TUC)","1981","FORT LOWELL REALTY & PROPERTY MANAGEMENT INC","2921 E FORT LOWELL RD STE 203","TUCSON","AZ","85716","1556","5203220000",""
"112021270","TOBIN SCOTT","5261 N CALLE OREO","TUCSON","AZ","85718","4930","5205483788","STOBIN86@GMAIL.COM","3668 N ROYAL PRINCE CT (TUC)","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"112070680","COPPER GARDENS APTS LLC","13066 SIGNATURE PT APT 64","SAN DIEGO","CA","92130","1540","8583956935","ERIKMARTINANDERSON@GMAIL.COM","2701 E COPPER ST (TUC)","0","FORT LOWELL REALTY & PROPERTY MANAGEMENT 00","PO BOX 36163","TUCSON","AZ","85740","6163","5203220000","SUZANNE@FLRAZ.COM"
"114171450","KEE REVOC LIVING TR","4524 N ROCKY CREEK CIR","TUCSON","AZ","85750","6112","5202999508","SHAYNEKEE@MSN.COM","7280 E ROCKY CREEK PL (PC)","1983","OWNER AGENT","","","  ","     ","    ","          ",""
"114175770","FREED D ELIZABETH","3333 NEVIUS ST","FALLS CHURCH","VA","22041","1732","7039988309","ELEAFREED@GMAIL.COM","4143 N CALLE BARTINEZ (PC)","1995","NEW CONCEPT PROPERT MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5208227050","SUSIE@NEWCONCEPTPROPERTIES.COM"
"11706274A","324 3RD AVE LLC","319 W SIMPSON ST","TUCSON","AZ","85701","2256","5202624977","MELISSA@AAGREALTY.COM","331 S RAILROAD AVE","0","FORT LOWELL REALTY & PROPERTY MANAGEMENT 00","PO BOX 36163","TUCSON","AZ","85740","6163","5203220000","SUZANNE@FLRAZ.COM"
"11706274B","324 3RD AVE LLC","319 W SIMPSON ST","TUCSON","AZ","85701","2256","5202624977","MELISSA@AAGREALTY.COM","322 S 3RD AVE","0","FORT LOWELL REALTY & PROPERTY MANAGEMENT 00","PO BOX 36163","TUCSON","AZ","85740","6163","5203220000","SUZANNE@FLRAZ.COM"
"12106025A","SC MULTIFAMILY LLC","5519 E HELEN ST","TUCSON","AZ","85712","4943","5209073470","JUSTIN.LANNE@LEIHORIZON.COM","5519 E HELEN ST","0","FORT LOWELL REALTY & PROPERTY MANAGEMENT INC","2921 E FORT LOWELL RD STE 203","TUCSON","AZ","85716","1556","5203220000",""
